"Jersey City PD, NJ"	"40.7282, -74.0776"	12	224401	32	14.3	12	226135	19	8.4	12	220981	19	8.6	12	218492	23	10.5	12	218020	36	16.5	12	228537	28	12.3	12	229419	22	9.6	12	230277	25	10.9	12	230298	20	8.7	12	231028	37	16	12	227195	25	11	12	228424	26	11.4	12	230283	26	11.3	12	231073	18	7.8	12	233242	15	6.4	12	245691	17	6.9	12	242055	25	10.3	12	245075	21	8.6	12	241443	24	9.9	12	240773	23	9.6	12	239603	38	15.9	12	239794	22	9.2	12	240718	20	8.3	12	241588	25	10.3	12	240858	28	11.6	12	247597	26	10.5	12	248423	18	7.2	12	251554	11	4.4	12	256886	20	7.8	12	260005	24	9.2	12	265159	27	10.2
"Newark PD, NJ"	"40.7357, -74.1724"	12	316356	117	37	12	318801	113	35.4	12	318402	81	25.4	12	319191	115	36	12	313839	107	34.1	12	275221	112	40.7	12	276510	88	31.8	12	277544	87	31.3	12	269892	96	35.6	12	271025	96	35.4	12	260232	102	39.2	12	261909	92	35.1	12	264270	57	21.6	12	269205	60	22.3	12	268348	69	25.7	12	273546	58	21.2	12	275823	90	32.6	12	279269	65	23.3	12	278551	81	29.1	12	279857	84	30	12	281063	97	34.5	12	280877	105	37.4	12	280158	104	37.1	12	279788	67	23.9	12	279203	80	28.7	12	277140	90	32.5	12	278064	94	33.8	12	278906	96	34.4	12	278246	112	40.3	12	279110	94	33.7	12			
"Henderson PD, NV"	"36.0395, -114.9817"	12	34685	3	8.6	12	42989	1	2.3	12	49029	0	0	12	52038	1	1.9	12	62512	1	1.6	12	64942	8	12.3	12	69382	0	0	12	71705	9	12.6	12	87704	1	1.1	12	91997	4	4.3	12	107107	3	2.8	12	112217	7	6.2	12	117396	2	1.7	12	134698	3	2.2	12	158168	0	0	12	175381	8	4.6	12	184844	9	4.9	12	190761	4	2.1	12	212571	10	4.7	12	223827	7	3.1	12	232536	9	3.9	12	239906	5	2.1	12	251270	9	3.6	12	256091	5	2	12	261883	4	1.5	12	257729	8	3.1	12	259902	2	0.8	12	263469	4	1.5	12	268237	8	3	12	274121	3	1.1	12	282554	4	1.6
"Buffalo PD, NY"	"42.8864, -78.8784"	12	339890	31	9.1	12	339685	35	10.3	12	325787	35	10.7	12	323714	43	13.3	12	314284	37	11.8	12	328123	37	11.3	12	329353	50	15.2	12	330466	76	23	12	324855	76	23.4	12	324354	90	27.7	12	312395	62	19.8	12	313238	56	17.9	12	312411	46	14.7	12	308648	39	12.6	12	301069	32	10.6	12	292648	39	13.3	12	293187	64	21.8	12	295441	43	14.6	12	288187	65	22.6	12	285567	51	17.9	12	283269	56	19.8	12	280494	74	26.4	12	273832	54	19.7	12	270289	37	13.7	12	268655	60	22.3	12	261310	55	21	12	262484	36	13.7	12	262434	48	18.3	12	258789	47	18.2	12	258419	60	23.2	12	258096	41	15.9
"Cincinnati PD, OH"	"39.1031, -84.5120"	12	370198	45	12.2	12	370482	46	12.4	12	371585	69	18.6	12	377783	47	12.4	12	372282	45	12.1	12	364040	49	13.5	12	367123	54	14.7	12	369707	49	13.3	12	366591	39	10.6	12	366953	38	10.4	12	359749	50	13.9	12	360457	32	8.9									12	337815	28	8.3	12	331285	22	6.6	12	331880	56	16.9	12	333273	70	21	12	324297	72	22.2	12	318005	64	20.1	12	314292	79	25.1	12	309104	90	29.1	12	332388	62	18.7	12	332608	75	22.5	12	333568	55	16.5	12	296943	68	22.9	12	297160	61	20.5	12	296204	46	15.5	12	296491	70	23.6	12	297671	60	20.2	12	298478	66	22.1
"Cleveland PD, OH"	"41.4993, -81.6944"	12	546126	131	24	12	546544	124	22.7	12	548171	145	26.5	12	544515	137	25.2	12	523906	144	27.5	12	505616	168	33.2	12	509898	175	34.3	12	513487	157	30.6	12	505730	167	33	12	506230	132	26.1	12	495074	129	26.1	12	496049	103	20.8	12	496624	77	15.5	12	495516	81	16.3	12	497903	78	15.7	12	478403	71	14.8	12	479263	77	16.1	12	481274	80	16.6	12	468446	73	15.6	12	462260	79	17.1	12	458885	109	23.8	12	452759	77	17	12	439888	90	20.5	12	433452	55	12.7	12	429238	83	19.3	12	396815	81	20.4	12	397106	74	18.6	12	393781	84	21.3	12	389181	58	14.9	12	388655	63	16.2	12			
"Toledo PD, OH"	"41.6639, -83.5552"	12	343677	27	7.9	12	343939	21	6.1	12	344963	33	9.6	6	345926	10		12	342418	41	12	12	332943	37	11.1	12	335763	36	10.7	12	338126	43	12.7	12	331416	45	13.6	12	331744	40	12.1	12	323972	35	10.8	12	324610	30	9.2	12	324986	25	7.7	12	317823	22	6.9	12	313487	15	4.8	12	313619	12	3.8	12	314183	18	5.7	12	315501	28	8.9	12	309499	21	6.8	12	309600	22	7.1	12	305107	28	9.2	12	301652	35	11.6	12	296403	13	4.4	12	317401	18	5.7	12	291066	33	11.3	12	287208	23	8	12	287418	30	10.4	12	286020	39	13.6	12	283035	28	9.9	12	281150	24	8.5	12	279552	24	8.6
"Tulsa PD, OK"	"36.1540, -95.9928"	12	374875	33	8.8	12	375335	40	10.7	12	369961	35	9.5	12	373602	35	9.4	12	366297	32	8.7	12	367302	57	15.5	12	370735	42	11.3	12	375053	33	8.8	12	378350	54	14.3	12	381640	42	11	12	377152	30	8	12	379798	31	8.2	12	381639	40	10.5	12	386251	38	9.8	12	382673	41	10.7	12	393049	33	8.4	12	394125	34	8.6	12	397953	26	6.5	12	393907	61	15.5	12	389135	48	12.3	12	386414	58	15	12	385834	53	13.7	12	381469	55	14.4	12	382954	50	13.1	12	384851	68	17.7	12	391906	54	13.8	12	396101	49	12.4	12	398904	42	10.5	12	394498	60	15.2	12	399556	46	11.5	12	401520	55	13.7
"Pittsburgh, PA"	"40.4406, -79.9959"	12	400969	34	8.5	12	402204	47	11.7	12	389015	37	9.5	12	387190	19	4.9	12	376412	31	8.2	12	369879	35	9.5	12	372349	36	9.7	12	373842	44	11.8	12	368473	80	21.7	12	368594	64	17.4	12	354780	58	16.3	12	354308	47	13.3	12	353248	50	14.2	12	354228	36	10.2	12	347072	49	14.1	12	341247	37	10.8	12	341414	55	16.1	12	342529	47	13.7	12	335302	67	20	12	334231	46	13.8	12	330780	63	19	12	324604	56	17.3	12	312179	52	16.7	12	309757	72	23.2	12	312232	39	12.5	12	307630	55	17.9	12	308609	44	14.3	12	312112	41	13.1	12	307632	45	14.6	12	307613	69	22.4	12	306870	57	18.6
"Arlington PD, TX"	"32.7357, -97.1081"	12	218931	18	8.2	12	223106	22	9.9	12	251372	18	7.2	12	251712	13	5.2	12	259796	11	4.2	12	261721	8	3.1	12	267306	26	9.7	12	272037	16	5.9	12	281336	7	2.5	12	286748	18	6.3	12	292324	9	3.1	12	298632	17	5.7	12	303487	12	4	12	305948	13	4.2	12	310910	11	3.5	12	332969	14	4.2	12	340525	15	4.4	12	347789	14	4	12	355385	9	2.5	12	360970	14	3.9	12	365380	24	6.6	12	373086	14	3.8	12	372073	13	3.5	12	375836	23	6.1	12	379104	12	3.2	12	365438	16	4.4	12	373128	22	5.9	12	379295	17	4.5	12	378765	18	4.8	12	382976	13	3.4	12	387565	8	2.1
"Corpus Christi PD, TX"	"27.8006, -97.3964"	12	264221	29	11	12	269260	35	13	12	265593	20	7.5	12	261984	26	9.9	12	263298	19	7.2	12	257453	29	11.3	12	262947	32	12.2	12	267601	30	11.2	12	271654	34	12.5	12	276880	13	4.7	12	280605	31	11	12	286660	18	6.3	12	291321	18	6.2	12	287360	17	5.9	12	285506	15	5.3	12	277454	17	6.1	12	283750	19	6.7	12	289803	19	6.6	12	282850	21	7.4	12	283898	25	8.8	12	285821	8	2.8	12	291507	21	7.2	12	286428	17	5.9	12	286558	19	6.6	12	287507	12	4.2	12	305215	16	5.2	12	311637	12	3.9	12	312565	16	5.1	12	314523	18	5.7	12	319211	27	8.5	12	324326	17	5.2
"Laredo, TX"	"27.5306, -99.4803"	12	111268	15	13.5	12	113390	20	17.6	12	117811	11	9.3	12	120027	15	12.5	12	125862	11	8.7	12	122899	14	11.4	12	125521	15	12	12	127742	21	16.4	12	139194	21	15.1	12	141872	24	16.9	12	152736	14	9.2	12	156032	11	7	12	158569	11	6.9	12	173484	11	6.3	12	178314	8	4.5	12	176576	10	5.7	12	180583	8	4.4	12	184435	7	3.8	12	194516	29	14.9	12	200805	15	7.5	12	206555	18	8.7	12	214670	22	10.2	12	221253	10	4.5	12	222870	10	4.5	12	226944	17	7.5	12	236091	9	3.8	12	241059	11	4.6	12	245558	8	3.3	12	247353	3	1.2	12	250994	14	5.6	12	256280	8	3.1
"Plano PD, TX"	"33.0198, -96.6989"	12	90203	4	4.4	12	97268	5	5.1	12	111742	0	0	12	115213	2	1.7	12	119868	6	5	12	128713	4	3.1	12	131459	3	2.3	12	133785	1	0.7	12	144902	2	1.4	12	147689	1	0.7	12	160357	4	2.5	12	163817	0	0	12	166480	1	0.6	12	210109	4	1.9	12	222646	0	0	12	222030	5	2.3	12	227069	4	1.8	12	231912	6	2.6	12	241793	5	2.1	12	246056	5	2	12	249448	2	0.8	12	257183	4	1.6	12	259771	2	0.8	12	265739	7	2.6	12	272747	4	1.5	12	259841	4	1.5	12	265309	5	1.9	12	273816	1	0.4	12	275795	3	1.1	12	277822	4	1.4	12	282968	4	1.4
"Virginia Beach PD, VA"	"36.8529, -75.9780"	12	312584	17	5.4	12	316959	25	7.9	12	340158	11	3.2	12	355562	27	7.6	12	370316	17	4.6	12	393069	16	4.1	12	399334	27	6.8	12	405116	23	5.7	12	423387	22	5.2	12	427471	33	7.7	12	435959	16	3.7	12	439851	20	4.5	12	443844	19	4.3	12	436205	14	3.2	12	437660	12	2.7	12	425257	11	2.6	12	431819	12	2.8	12	438175	3	0.7	12	439454	24	5.5	12	443840	15	3.4	12	446448	19	4.3	12	442784	19	4.3	12	435943	16	3.7	12	434163	14	3.2	12	436175	19	4.4	12	437994	14	3.2	12	443226	15	3.4	12	447588	21	4.7	12	450687	17	3.8	12	451102	17	3.8	12	452797	19	4.2
